3,1,237,591,144,225,1,-1,-1,-1,person
3,2,1104,360,67,165,1,-1,-1,-1,person
3,3,1190,358,54,158,1,-1,-1,-1,person
3,4,869,422,66,165,1,-1,-1,-1,person
3,5,381,424,82,122,1,-1,-1,-1,person
3,6,915,290,36,85,1,-1,-1,-1,person
3,7,945,285,32,89,1,-1,-1,-1,person
3,8,363,413,73,124,1,-1,-1,-1,person
3,1,282,311,131,57,1,-1,-1,-1,car
3,1,441,330,63,43,1,-1,-1,-1,bicycle
4,1,249,590,144,226,1,-1,-1,-1,person
4,2,1105,360,68,165,1,-1,-1,-1,person
4,3,1191,358,55,159,1,-1,-1,-1,person
4,4,867,419,67,167,1,-1,-1,-1,person
4,5,376,426,82,121,1,-1,-1,-1,person
4,6,914,290,35,85,1,-1,-1,-1,person
4,7,944,286,32,89,1,-1,-1,-1,person
4,8,358,412,74,125,1,-1,-1,-1,person
4,9,458,304,29,59,1,-1,-1,-1,person
4,1,282,311,131,57,1,-1,-1,-1,car
4,1,443,331,62,41,1,-1,-1,-1,bicycle
5,1,255,589,143,225,1,-1,-1,-1,person
5,2,1106,360,68,165,1,-1,-1,-1,person
5,3,1193,358,55,160,1,-1,-1,-1,person
5,4,864,418,68,167,1,-1,-1,-1,person
5,5,369,425,82,122,1,-1,-1,-1,person
5,6,914,289,36,85,1,-1,-1,-1,person
5,7,943,286,32,90,1,-1,-1,-1,person
5,8,355,412,74,126,1,-1,-1,-1,person
5,9,459,304,29,59,1,-1,-1,-1,person
5,10,218,582,101,203,1,-1,-1,-1,person
5,1,282,311,131,57,1,-1,-1,-1,car
5,1,445,331,62,41,1,-1,-1,-1,bicycle
6,1,262,588,142,224,1,-1,-1,-1,person
6,2,1108,361,69,168,1,-1,-1,-1,person
6,3,1194,358,55,161,1,-1,-1,-1,person
6,4,862,417,67,169,1,-1,-1,-1,person
6,5,363,426,81,121,1,-1,-1,-1,person
6,6,914,289,36,86,1,-1,-1,-1,person
6,7,943,287,31,89,1,-1,-1,-1,person
6,10,222,579,103,206,1,-1,-1,-1,person
6,1,282,311,131,57,1,-1,-1,-1,car
6,1,446,330,63,41,1,-1,-1,-1,bicycle
7,1,264,584,141,224,1,-1,-1,-1,person
7,2,1109,363,70,169,1,-1,-1,-1,person
7,3,1195,359,55,161,1,-1,-1,-1,person
7,4,861,416,67,170,1,-1,-1,-1,person
7,5,357,426,80,122,1,-1,-1,-1,person
7,6,914,290,36,88,1,-1,-1,-1,person
7,7,942,288,31,89,1,-1,-1,-1,person
7,10,228,578,102,205,1,-1,-1,-1,person
7,1,282,311,131,57,1,-1,-1,-1,car
7,1,446,329,66,43,1,-1,-1,-1,bicycle
8,1,270,581,138,220,1,-1,-1,-1,person
8,2,1111,365,71,170,1,-1,-1,-1,person
8,3,1196,359,55,161,1,-1,-1,-1,person
8,4,861,415,66,170,1,-1,-1,-1,person
8,5,353,427,78,120,1,-1,-1,-1,person
8,6,912,290,37,90,1,-1,-1,-1,person
8,7,941,288,32,90,1,-1,-1,-1,person
8,10,231,575,105,209,1,-1,-1,-1,person
8,1,282,311,131,57,1,-1,-1,-1,car
8,1,449,329,65,43,1,-1,-1,-1,bicycle
9,1,275,578,134,216,1,-1,-1,-1,person
9,2,1114,366,71,170,1,-1,-1,-1,person
9,3,1196,359,56,163,1,-1,-1,-1,person
9,4,859,416,66,170,1,-1,-1,-1,person
9,5,347,428,77,122,1,-1,-1,-1,person
9,6,912,291,37,89,1,-1,-1,-1,person
9,7,941,289,32,90,1,-1,-1,-1,person
9,8,332,410,74,129,1,-1,-1,-1,person
9,10,237,574,106,212,1,-1,-1,-1,person
9,1,282,311,131,57,1,-1,-1,-1,car
9,1,450,328,65,43,1,-1,-1,-1,bicycle
10,1,281,576,130,214,1,-1,-1,-1,person
10,2,1115,369,71,170,1,-1,-1,-1,person
10,3,1197,361,57,164,1,-1,-1,-1,person
10,4,859,416,65,170,1,-1,-1,-1,person
10,5,344,428,77,125,1,-1,-1,-1,person
10,6,911,292,37,89,1,-1,-1,-1,person
10,7,940,289,32,91,1,-1,-1,-1,person
10,8,328,411,76,133,1,-1,-1,-1,person
10,9,466,302,29,59,1,-1,-1,-1,person
10,10,243,572,106,214,1,-1,-1,-1,person
10,1,282,311,131,57,1,-1,-1,-1,car
10,1,453,328,65,43,1,-1,-1,-1,bicycle
11,1,284,574,128,214,1,-1,-1,-1,person
11,2,1116,371,72,171,1,-1,-1,-1,person
11,3,1197,362,59,167,1,-1,-1,-1,person
11,4,858,416,65,169,1,-1,-1,-1,person
11,5,339,429,78,128,1,-1,-1,-1,person
11,6,911,294,36,88,1,-1,-1,-1,person
11,7,938,289,32,91,1,-1,-1,-1,person
11,8,323,410,77,135,1,-1,-1,-1,person
11,9,467,301,29,60,1,-1,-1,-1,person
11,10,248,571,107,215,1,-1,-1,-1,person
11,1,282,311,131,57,1,-1,-1,-1,car
11,1,454,328,65,43,1,-1,-1,-1,bicycle
12,1,290,573,126,215,1,-1,-1,-1,person
12,2,1116,373,73,173,1,-1,-1,-1,person
12,3,1197,364,59,169,1,-1,-1,-1,person
12,4,858,415,64,169,1,-1,-1,-1,person
12,5,335,431,78,127,1,-1,-1,-1,person
